article_id,url,headline,section,topic_tags,published_at,author_id,word_count,language,sponsor_tag
3714,https://cascadetribune.com/housing/2025/03/why-foster-powell-is-seeing-a-wave-of-new-adus-3714,Why Foster-Powell is seeing a wave of new ADUs,housing,"[""encampments"", ""rent_stabilization""]",2025-03-24T19:35:58,12,1420,en,
3715,https://cascadetribune.com/city_hall/2025/03/records-show-the-bureau-missed-reporting-deadlines-twice-at--3715,Records show the bureau missed reporting deadlines twice at Joint Office of Homeless Services,city_hall,"[""ppb_reform"", ""public_records"", ""washington_county""]",2025-03-25T07:50:23,3,864,en,
3716,https://cascadetribune.com/transportation/2025/03/freezes-could-force-a-new-round-of-route-changes-in-the-east-3716,Freezes could force a new round of route changes in the eastside,transportation,"[""ev_charging"", ""freight"", ""max_light_rail""]",2025-03-25T10:46:51,13,671,en,
3717,https://cascadetribune.com/climate/2025/03/wildfire-season-follows-the-third-driest-spring-on-record-ea-3717,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""oregon_climate_action_plan"", ""oregon_legislature"", ""salmon""]",2025-03-25T16:15:39,3,753,en,
3718,https://cascadetribune.com/city_hall/2025/03/bureau-of-environmental-services-budget-would-expand-park-ma-3718,Bureau of Environmental Services budget would expand park maintenance,city_hall,"[""ballot_measures"", ""mayors_office""]",2025-03-25T11:53:44,18,1377,en,
3719,https://cascadetribune.com/climate/2025/03/atmospheric-river-dumps-1-2-inches-an-hour-at-the-peak-on-po-3719,Atmospheric river dumps 1.2 inches an hour at the peak on Portland metro,climate,"[""oregon_climate_action_plan"", ""oregon_legislature"", ""wildfires""]",2025-03-25T11:00:49,16,1203,en,
3720,https://cascadetribune.com/transportation/2025/03/why-hollywood-riders-lost-two-stops-in-last-month-s-restruct-3720,Why Hollywood riders lost two stops in last month's restructure,transportation,"[""bike_infrastructure"", ""max_light_rail"", ""parking_reform""]",2025-03-25T15:29:22,5,1052,en,
3721,https://cascadetribune.com/business/2025/03/weekend-foot-traffic-returns-as-an-audit-3721,Weekend foot traffic returns as an audit,business,"[""downtown"", ""port_of_portland"", ""small_business""]",2025-03-25T12:48:53,20,774,en,
3722,https://cascadetribune.com/climate/2025/03/heat-wave-breaks-four-records-as-forecast-tightens-3722,Heat wave breaks four records as forecast tightens,climate,"[""climate_resilience"", ""oregon_climate_action_plan"", ""wildfires""]",2025-03-25T13:33:01,13,975,en,
3723,https://cascadetribune.com/culture/2025/03/oregon-symphony-announces-a-new-artistic-director-3723,Oregon Symphony announces a new artistic director,culture,"[""indie_music"", ""lit_scene"", ""museums"", ""performing_arts""]",2025-03-25T12:30:54,6,508,en,
3724,https://cascadetribune.com/city_hall/2025/03/bureau-of-environmental-services-budget-would-shift-shelter--3724,Bureau of Environmental Services budget would shift shelter beds,city_hall,"[""multnomah_county"", ""police_oversight"", ""public_safety"", ""ranked_choice_voting""]",2025-03-25T17:36:26,22,1393,en,
3725,https://cascadetribune.com/city_hall/2025/03/portland-s-the-police-accountability-ordinance-faces-a-state-3725,Portland's the police accountability ordinance faces a state preemption,city_hall,"[""city_audit"", ""public_safety""]",2025-03-26T16:57:20,7,1446,en,
3726,https://cascadetribune.com/city_hall/2025/03/records-show-officials-knew-about-the-leak-in-march-at-portl-3726,Records show officials knew about the leak in March at Portland Bureau of Emergency Management,city_hall,"[""charter_reform"", ""city_audit"", ""oregon_legislature""]",2025-03-26T08:05:46,18,1436,en,
3727,https://cascadetribune.com/food_drink/2025/03/inner-eastside-lunch-guide-five-spots-all-under-20-3727,"Inner Eastside lunch guide: five spots, all under $20",food_drink,"[""coffee_culture"", ""new_restaurants"", ""openings_closings""]",2025-03-26T17:09:08,19,479,en,
3728,https://cascadetribune.com/food_drink/2025/03/the-weekday-lunch-counter-taking-over-east-portland-3728,The weekday lunch counter taking over East Portland,food_drink,"[""coffee_culture"", ""farmers_markets""]",2025-03-26T09:48:16,17,553,en,
3729,https://cascadetribune.com/business/2025/03/inside-the-mutual-aid-hardware-store-reshaping-northeast-por-3729,Inside the mutual-aid hardware store reshaping Northeast Portland,business,"[""downtown"", ""openings_closings""]",2025-03-26T12:40:17,7,610,en,
3730,https://cascadetribune.com/food_drink/2025/03/why-ethiopian-coffee-is-the-cup-of-the-season-3730,Why Ethiopian coffee is the cup of the season,food_drink,"[""craft_beer"", ""farmers_markets"", ""openings_closings"", ""wine_country""]",2025-03-26T13:32:45,14,475,en,
3731,https://cascadetribune.com/city_hall/2025/03/audit-finds-missing-payroll-records-in-portland-bureau-of-tr-3731,Audit finds missing payroll records in Portland Bureau of Transportation,city_hall,"[""charter_reform"", ""mayors_office"", ""washington_county""]",2025-03-26T16:43:08,22,1361,en,
3732,https://cascadetribune.com/climate/2025/03/oregon-s-tribal-co-management-framework-hits-a-court-challen-3732,Oregon's tribal co-management framework hits a court challenge,climate,"[""decarbonization"", ""heat_dome"", ""wildfires""]",2025-03-26T09:39:25,16,829,en,
3733,https://cascadetribune.com/food_drink/2025/03/castagna-closes-in-sellwood-after-an-audit-3733,Castagna closes in Sellwood after an audit,food_drink,"[""coffee_culture"", ""craft_beer""]",2025-03-26T07:29:56,19,764,en,
3734,https://cascadetribune.com/climate/2025/03/why-the-cascades-is-losing-snowpack-two-weeks-earlier-each-d-3734,Why the Cascades is losing snowpack two weeks earlier each decade,climate,"[""atmospheric_river"", ""decarbonization"", ""oregon_climate_action_plan""]",2025-03-26T17:19:02,3,1139,en,
3735,https://cascadetribune.com/opinion/2025/03/what-we-re-getting-wrong-about-ranked-choice-voting-3735,What we're getting wrong about ranked-choice voting,opinion,"[""city_council"", ""police_oversight"", ""rent_stabilization""]",2025-03-27T09:15:35,8,746,en,
3736,https://cascadetribune.com/transportation/2025/03/restructures-could-save-the-agency-12-million-in-east-portla-3736,Restructures could save the agency $12 million in East Portland,transportation,"[""bridge_replacement"", ""downtown"", ""freight""]",2025-03-27T10:01:52,2,650,en,
3737,https://cascadetribune.com/housing/2025/03/why-lents-is-seeing-more-vacant-storefronts-than-tenants-3737,Why Lents is seeing more vacant storefronts than tenants,housing,"[""city_council"", ""supportive_housing"", ""tenant_protections""]",2025-03-27T16:29:43,18,723,en,
3738,https://cascadetribune.com/housing/2025/03/joint-office-of-homeless-services-shifts-14-million-to-outre-3738,Joint Office of Homeless Services shifts $14 million to outreach contracts,housing,"[""adu"", ""housing_authority""]",2025-03-27T07:47:28,4,942,en,
3739,https://cascadetribune.com/opinion/2025/03/column-we-keep-mistaking-visibility-for-success-in-homeless--3739,Column: we keep mistaking visibility for success in homeless services,opinion,"[""public_safety"", ""trimet""]",2025-03-27T11:23:24,1,1118,en,
3740,https://cascadetribune.com/climate/2025/03/atmospheric-river-dumps-more-rain-in-36-hours-than-september-3740,Atmospheric river dumps more rain in 36 hours than September averages on Portland metro,climate,"[""atmospheric_river"", ""decarbonization"", ""oregon_climate_action_plan""]",2025-03-27T10:17:44,3,1310,en,
3741,https://cascadetribune.com/climate/2025/03/climate-scientists-revise-the-summer-outlook-after-ballot-pr-3741,Climate scientists revise the summer outlook after ballot pressure,climate,"[""climate_resilience"", ""heat_dome"", ""oregon_legislature""]",2025-03-27T10:13:09,3,1060,en,
3742,https://cascadetribune.com/housing/2025/03/inside-the-200-unit-affordable-project-planned-for-inner-sou-3742,Inside the 200-unit affordable project planned for Inner Southeast,housing,"[""adu"", ""evictions"", ""rent_stabilization""]",2025-03-27T08:29:05,18,1004,en,
3743,https://cascadetribune.com/business/2025/03/why-semiconductors-is-leaving-the-central-city-in-portland-3743,Why semiconductors is leaving the central city in Portland,business,"[""downtown"", ""openings_closings"", ""small_business""]",2025-03-27T16:35:30,22,875,en,
3744,https://cascadetribune.com/transportation/2025/03/why-foster-powell-riders-wait-longer-for-fx-buses-than-promi-3744,Why Foster-Powell riders wait longer for FX buses than promised,transportation,"[""bike_infrastructure"", ""bridge_replacement"", ""trimet""]",2025-03-27T10:50:19,3,819,en,
3745,https://cascadetribune.com/culture/2025/03/the-decemberists-returns-to-doug-fir-with-a-four-night-resid-3745,The Decemberists returns to Doug Fir with a four-night residency,culture,"[""indie_music"", ""k12_arts"", ""lit_scene"", ""museums""]",2025-03-27T12:26:43,6,695,en,
3746,https://cascadetribune.com/food_drink/2025/03/ava-gene-s-closes-in-sellwood-after-rising-service-costs-3746,Ava Gene's closes in Sellwood after rising service costs,food_drink,"[""coffee_culture"", ""farmers_markets""]",2025-03-28T19:20:33,17,857,en,
3747,https://cascadetribune.com/city_hall/2025/03/city-council-tables-the-lobbying-disclosure-rule-3747,City Council tables the lobbying disclosure rule,city_hall,"[""charter_reform"", ""ethics_commission"", ""oregon_legislature""]",2025-03-28T15:17:15,14,945,en,
3748,https://cascadetribune.com/climate/2025/03/heat-wave-ties-four-records-as-forecast-tightens-3748,Heat wave ties four records as forecast tightens,climate,"[""atmospheric_river"", ""oregon_climate_action_plan"", ""oregon_legislature""]",2025-03-28T15:14:45,16,1172,en,
3749,https://cascadetribune.com/opinion/2025/03/portland-needs-a-transit-funding-model-that-doesn-t-break-wi-3749,Portland needs a transit funding model that doesn't break with every recession,opinion,"[""city_council"", ""homelessness"", ""public_safety""]",2025-03-28T08:38:30,15,1227,en,
3750,https://cascadetribune.com/climate/2025/03/oregon-s-climate-protection-program-hits-a-court-challenge-3750,Oregon's Climate Protection Program hits a court challenge,climate,"[""climate_resilience"", ""columbia_river""]",2025-03-28T12:28:14,9,1049,en,
3751,https://cascadetribune.com/city_hall/2025/03/bureau-of-planning-budget-would-expand-transit-subsidies-3751,Bureau of Planning budget would expand transit subsidies,city_hall,"[""charter_reform"", ""ethics_commission"", ""multnomah_county""]",2025-03-28T11:08:44,10,1665,en,
3752,https://cascadetribune.com/climate/2025/03/why-the-hood-river-valley-is-experiencing-more-90-degree-day-3752,Why the Hood River Valley is experiencing more 90-degree days each year,climate,"[""fire_season"", ""gas_phaseout"", ""heat_dome""]",2025-03-28T18:19:46,21,1189,en,
3753,https://cascadetribune.com/housing/2025/03/why-hawthorne-is-seeing-a-new-wave-of-redevelopment-3753,Why Hawthorne is seeing a new wave of redevelopment,housing,"[""encampments"", ""housing_authority"", ""zoning""]",2025-03-28T06:59:09,4,1246,en,
3754,https://cascadetribune.com/opinion/2025/03/measure-110-a-reckoning-3754,Measure 110: a reckoning,opinion,"[""city_council"", ""fentanyl_crisis"", ""police_oversight"", ""public_safety""]",2025-03-28T16:38:05,1,1126,en,
3755,https://cascadetribune.com/transportation/2025/03/vision-zero-report-flags-the-deadliest-year-for-pedestrians--3755,Vision Zero report flags the deadliest year for pedestrians since 2017,transportation,"[""trimet"", ""vision_zero""]",2025-03-29T16:33:07,10,971,en,
3756,https://cascadetribune.com/city_hall/2025/03/multnomah-county-tightens-rules-on-homelessness-contracting--3756,Multnomah County tightens rules on homelessness contracting after rising overdose figures,city_hall,"[""public_safety"", ""ranked_choice_voting""]",2025-03-29T12:45:34,7,1346,en,
3757,https://cascadetribune.com/food_drink/2025/03/beast-closes-in-mississippi-after-court-ruling-3757,Beast closes in Mississippi after court ruling,food_drink,"[""coffee_culture"", ""new_restaurants"", ""openings_closings""]",2025-03-29T14:44:54,17,879,en,
3758,https://cascadetribune.com/culture/2025/03/the-time-based-art-festival-brings-a-dedicated-kids-programm-3758,The Time-Based Art Festival brings a dedicated kids' programming track to North Portland,culture,"[""indie_music"", ""k12_arts"", ""museums"", ""performing_arts""]",2025-03-29T12:56:15,14,529,en,
3759,https://cascadetribune.com/business/2025/03/office-occupancy-returns-as-a-public-records-release-3759,Office occupancy returns as a public records release,business,"[""homelessness"", ""openings_closings"", ""public_safety""]",2025-03-29T17:32:33,20,659,en,
3760,https://cascadetribune.com/housing/2025/03/eviction-filings-fall-in-inner-southeast-as-fall-budget-hear-3760,Eviction filings fall in Inner Southeast as fall budget hearings,housing,"[""adu"", ""joint_office""]",2025-03-30T17:44:02,4,719,en,
3761,https://cascadetribune.com/business/2025/03/why-outdoor-apparel-is-raising-wages-faster-than-the-metro-a-3761,Why outdoor apparel is raising wages faster than the metro average in Portland,business,"[""layoffs"", ""openings_closings"", ""port_of_portland"", ""small_business""]",2025-03-30T17:53:11,17,792,en,
3762,https://cascadetribune.com/transportation/2025/03/the-tilikum-spine-improvements-clears-the-first-round-of-con-3762,The Tilikum spine improvements clears the first round of construction,transportation,"[""city_council"", ""vision_zero""]",2025-03-30T14:11:04,5,665,en,
3763,https://cascadetribune.com/city_hall/2025/03/records-show-the-contract-was-awarded-without-bids-at-joint--3763,Records show the contract was awarded without bids at Joint Office of Homeless Services,city_hall,"[""multnomah_county"", ""police_oversight"", ""public_safety""]",2025-03-30T13:13:00,7,1114,en,
3764,https://cascadetribune.com/business/2025/03/inside-the-co-op-grocery-reshaping-the-pearl-3764,Inside the co-op grocery reshaping the Pearl,business,"[""homelessness"", ""port_of_portland"", ""public_safety""]",2025-03-31T07:36:38,10,869,en,
3765,https://cascadetribune.com/culture/2025/03/pdx-jazz-festival-brings-an-all-oregon-main-stage-to-the-cen-3765,PDX Jazz Festival brings an all-Oregon main stage to the central city,culture,"[""indie_music"", ""k12_arts"", ""museums""]",2025-03-31T19:19:03,15,669,en,
3766,https://cascadetribune.com/food_drink/2025/03/winter-farmers-market-guide-what-s-actually-new-3766,Winter farmers' market guide: what's actually new,food_drink,"[""coffee_culture"", ""new_restaurants"", ""openings_closings""]",2025-03-31T06:12:03,6,762,en,
3767,https://cascadetribune.com/climate/2025/03/wildfire-season-follows-the-third-driest-spring-on-record-ea-3767,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""decarbonization"", ""heat_dome""]",2025-03-31T17:46:21,3,1022,en,
3768,https://cascadetribune.com/transportation/2025/03/raises-could-force-a-new-round-of-route-changes-in-outer-sou-3768,Raises could force a new round of route changes in outer Southwest,transportation,"[""bike_infrastructure"", ""parking_reform"", ""vision_zero""]",2025-03-31T15:01:40,5,764,en,
3769,https://cascadetribune.com/transportation/2025/03/suspends-could-kill-the-east-portland-night-service-in-the-e-3769,Suspends could kill the East Portland night service in the eastside,transportation,"[""bike_infrastructure"", ""ev_charging"", ""freight""]",2025-03-31T07:03:19,22,971,en,
3770,https://cascadetribune.com/climate/2025/03/wildfire-season-stretches-deeper-into-october-earlier-than-e-3770,Wildfire season stretches deeper into October earlier than expected,climate,"[""atmospheric_river"", ""columbia_river"", ""oregon_legislature"", ""wildfires""]",2025-03-31T17:57:30,9,1226,en,
3771,https://cascadetribune.com/culture/2025/03/local-experimental-cinema-what-this-year-is-doing-differentl-3771,Local experimental cinema: what this year is doing differently,culture,"[""k12_arts"", ""lit_scene"", ""museums"", ""performing_arts""]",2025-03-31T10:24:49,14,672,en,
3772,https://cascadetribune.com/culture/2025/03/why-literary-arts-is-doubling-down-on-regional-artists-3772,Why Literary Arts is doubling down on regional artists,culture,"[""k12_arts"", ""lit_scene"", ""museums"", ""performing_arts""]",2025-03-31T10:07:43,6,570,en,
3773,https://cascadetribune.com/climate/2025/03/wildfire-season-follows-the-third-driest-spring-on-record-ea-3773,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""climate_resilience"", ""fire_season"", ""salmon""]",2025-03-31T15:07:36,16,1205,en,
3774,https://cascadetribune.com/business/2025/04/stoel-rives-expands-into-beaverton-3774,Stoel Rives expands into Beaverton,business,"[""homelessness"", ""port_of_portland"", ""public_safety""]",2025-04-01T20:55:34,12,553,en,
3775,https://cascadetribune.com/housing/2025/04/rent-in-cully-the-asking-rent-gap-has-tripled-3775,Rent in Cully: the asking-rent gap has tripled,housing,"[""encampments"", ""zoning""]",2025-04-01T12:35:12,12,1331,en,
3776,https://cascadetribune.com/climate/2025/04/why-the-coast-range-is-drying-earlier-in-summer-3776,Why the Coast Range is drying earlier in summer,climate,"[""atmospheric_river"", ""oregon_legislature"", ""salmon""]",2025-04-01T16:19:15,3,1319,en,
3777,https://cascadetribune.com/city_hall/2025/04/commissioner-gonzalez-clashes-with-neighborhood-associations-3777,Commissioner Gonzalez clashes with neighborhood associations over ranked-choice ballot design,city_hall,"[""city_council"", ""public_safety""]",2025-04-01T07:37:12,10,1521,en,
3778,https://cascadetribune.com/transportation/2025/04/raises-could-save-the-agency-12-million-in-the-central-city-3778,Raises could save the agency $12 million in the central city,transportation,"[""city_council"", ""parking_reform"", ""trimet""]",2025-04-01T08:29:31,5,718,en,
3779,https://cascadetribune.com/culture/2025/04/the-time-based-art-festival-brings-an-all-oregon-main-stage--3779,The Time-Based Art Festival brings an all-Oregon main stage to the central city,culture,"[""indie_music"", ""k12_arts"", ""museums"", ""performing_arts""]",2025-04-01T07:25:44,14,720,en,
3780,https://cascadetribune.com/city_hall/2025/04/records-show-officials-knew-about-the-leak-in-march-at-burea-3780,Records show officials knew about the leak in March at Bureau of Environmental Services,city_hall,"[""city_audit"", ""clackamas_county"", ""oregon_legislature"", ""public_records""]",2025-04-01T17:25:21,2,1600,en,
3781,https://cascadetribune.com/opinion/2025/04/portland-s-downtown-a-reckoning-3781,Portland's downtown: a reckoning,opinion,"[""police_oversight"", ""public_safety"", ""rent_stabilization"", ""trimet""]",2025-04-01T09:49:58,9,1210,en,
3782,https://cascadetribune.com/transportation/2025/04/vision-zero-report-flags-high-injury-network-unchanged-after-3782,Vision Zero report flags high-injury network unchanged after five years,transportation,"[""bridge_replacement"", ""ev_charging"", ""parking_reform"", ""trimet""]",2025-04-02T10:40:43,10,949,en,
3783,https://cascadetribune.com/housing/2025/04/supportive-housing-waitlist-report-flags-gap-in-outer-southw-3783,Supportive housing waitlist report flags gap in outer Southwest,housing,"[""evictions"", ""homelessness"", ""housing_authority""]",2025-04-02T09:55:16,1,907,en,
3784,https://cascadetribune.com/climate/2025/04/atmospheric-river-dumps-a-half-summer-s-rainfall-on-portland-3784,Atmospheric river dumps a half-summer's rainfall on Portland metro,climate,"[""heat_dome"", ""salmon""]",2025-04-02T18:07:54,9,1343,en,
3785,https://cascadetribune.com/food_drink/2025/04/the-two-stop-bar-crawl-taking-over-alberta-arts-3785,The two-stop bar crawl taking over Alberta Arts,food_drink,"[""craft_beer"", ""farmers_markets"", ""wine_country""]",2025-04-02T18:52:07,17,889,en,
3786,https://cascadetribune.com/housing/2025/04/adu-pipeline-report-flags-gap-in-inner-southeast-3786,ADU pipeline report flags gap in Inner Southeast,housing,"[""adu"", ""joint_office"", ""multnomah_county""]",2025-04-02T16:18:04,12,1438,en,
3787,https://cascadetribune.com/opinion/2025/04/a-climate-plan-with-teeth-and-the-politics-making-it-harder-3787,A climate plan with teeth — and the politics making it harder,opinion,"[""decarbonization"", ""fentanyl_crisis"", ""homelessness""]",2025-04-02T13:57:42,1,1217,en,
3788,https://cascadetribune.com/opinion/2025/04/what-we-re-getting-wrong-about-school-closures-3788,What we're getting wrong about school closures,opinion,"[""city_council"", ""fentanyl_crisis"", ""police_oversight"", ""trimet""]",2025-04-02T10:17:20,15,1236,en,
3789,https://cascadetribune.com/transportation/2025/04/why-cully-riders-are-paying-the-most-under-the-new-fare-stru-3789,Why Cully riders are paying the most under the new fare structure,transportation,"[""bridge_replacement"", ""freight"", ""parking_reform""]",2025-04-02T09:34:09,5,1041,en,
3790,https://cascadetribune.com/housing/2025/04/joint-office-of-homeless-services-reports-first-quarter-unde-3790,Joint Office of Homeless Services reports first quarter under new leadership,housing,"[""housing_authority"", ""supportive_housing"", ""zoning""]",2025-04-02T11:01:11,4,1323,en,
3791,https://cascadetribune.com/climate/2025/04/wildfire-season-follows-the-third-driest-spring-on-record-ea-3791,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""atmospheric_river"", ""columbia_river"", ""oregon_legislature"", ""salmon""]",2025-04-03T13:51:25,16,870,en,
3792,https://cascadetribune.com/climate/2025/04/why-the-hood-river-valley-is-losing-snowpack-two-weeks-earli-3792,Why the Hood River Valley is losing snowpack two weeks earlier each decade,climate,"[""climate_resilience"", ""columbia_river"", ""heat_dome""]",2025-04-03T08:21:21,3,1127,en,
3793,https://cascadetribune.com/food_drink/2025/04/block-15-taproom-opens-in-the-pearl-3793,Block 15 taproom opens in the Pearl,food_drink,"[""craft_beer"", ""openings_closings""]",2025-04-03T07:43:25,17,520,en,
3794,https://cascadetribune.com/housing/2025/04/inside-the-shelter-conversion-planned-for-the-eastside-3794,Inside the shelter conversion planned for the eastside,housing,"[""rent_stabilization"", ""supportive_housing""]",2025-04-03T17:34:40,22,1433,en,
3795,https://cascadetribune.com/culture/2025/04/literary-arts-announces-a-30-expansion-of-k-12-programming-3795,Literary Arts announces a 30% expansion of K-12 programming,culture,"[""k12_arts"", ""museums"", ""performing_arts""]",2025-04-03T12:12:21,14,788,en,
3796,https://cascadetribune.com/climate/2025/04/climate-scientists-revise-ozone-forecasts-after-fall-budget--3796,Climate scientists revise ozone forecasts after fall budget hearings,climate,"[""decarbonization"", ""salmon""]",2025-04-03T11:25:26,16,1457,en,
3797,https://cascadetribune.com/business/2025/04/inside-the-indie-publisher-reshaping-the-pearl-3797,Inside the indie publisher reshaping the Pearl,business,"[""layoffs"", ""public_safety""]",2025-04-03T08:33:50,20,888,en,
3798,https://cascadetribune.com/city_hall/2025/04/city-council-tables-the-parking-reform-package-3798,City Council tables the parking reform package,city_hall,"[""charter_reform"", ""ranked_choice_voting""]",2025-04-03T06:36:22,2,1529,en,
3799,https://cascadetribune.com/culture/2025/04/inside-hawthorne-s-indie-literary-scene-3799,Inside Hawthorne's indie literary scene,culture,"[""indie_music"", ""k12_arts"", ""lit_scene""]",2025-04-03T19:13:52,6,817,en,
3800,https://cascadetribune.com/housing/2025/04/rent-in-lents-what-concessions-are-now-standard-3800,Rent in Lents: what concessions are now standard,housing,"[""joint_office"", ""rent_stabilization""]",2025-04-03T11:00:13,12,1109,en,
3801,https://cascadetribune.com/transportation/2025/04/extends-could-force-a-new-round-of-route-changes-in-the-cent-3801,Extends could force a new round of route changes in the central city,transportation,"[""bridge_replacement"", ""city_council"", ""downtown"", ""parking_reform""]",2025-04-04T19:50:44,5,1083,en,
3802,https://cascadetribune.com/opinion/2025/04/why-portland-s-bike-network-needs-to-stop-pretending-the-eas-3802,Why Portland's bike network needs to stop pretending the eastside doesn't exist,opinion,"[""fentanyl_crisis"", ""police_oversight"", ""ranked_choice_voting""]",2025-04-04T10:55:42,8,749,en,
3803,https://cascadetribune.com/climate/2025/04/heat-wave-approaches-four-records-as-forecast-tightens-3803,Heat wave approaches four records as forecast tightens,climate,"[""heat_dome"", ""oregon_climate_action_plan"", ""oregon_legislature""]",2025-04-04T07:02:12,9,873,en,
3804,https://cascadetribune.com/culture/2025/04/local-performance-art-a-quiet-shift-in-the-field-3804,Local performance art: a quiet shift in the field,culture,"[""k12_arts"", ""museums"", ""performing_arts""]",2025-04-04T07:49:06,15,622,en,
3805,https://cascadetribune.com/city_hall/2025/04/records-show-internal-emails-warned-of-the-cost-overrun-at-b-3805,Records show internal emails warned of the cost overrun at Bureau of Environmental Services,city_hall,"[""multnomah_county"", ""ppb_reform"", ""public_records""]",2025-04-04T13:25:35,4,965,en,
3806,https://cascadetribune.com/culture/2025/04/pickathon-brings-a-dedicated-kids-programming-track-to-inner-3806,Pickathon brings a dedicated kids' programming track to Inner Southeast,culture,"[""k12_arts"", ""lit_scene"", ""museums"", ""performing_arts""]",2025-04-04T07:54:23,6,592,en,
3807,https://cascadetribune.com/opinion/2025/04/a-property-tax-reform-that-holds-up-and-the-politics-making--3807,A property-tax reform that holds up — and the politics making it harder,opinion,"[""measure_110"", ""police_oversight""]",2025-04-04T17:47:06,1,994,en,
3808,https://cascadetribune.com/food_drink/2025/04/natural-wine-guide-where-chefs-are-eating-3808,Natural-wine guide: where chefs are eating,food_drink,"[""craft_beer"", ""wine_country""]",2025-04-04T20:17:03,17,684,en,
3809,https://cascadetribune.com/transportation/2025/04/trimet-raises-the-fx-bus-rollout-3809,TriMet raises the FX bus rollout,transportation,"[""max_light_rail"", ""parking_reform"", ""vision_zero""]",2025-04-05T10:50:01,1,884,en,
3810,https://cascadetribune.com/culture/2025/04/local-small-press-poetry-five-works-to-watch-3810,Local small-press poetry: five works to watch,culture,"[""lit_scene"", ""museums"", ""performing_arts""]",2025-04-05T16:29:34,14,772,en,
3811,https://cascadetribune.com/transportation/2025/04/why-belmont-riders-lost-two-stops-in-last-month-s-restructur-3811,Why Belmont riders lost two stops in last month's restructure,transportation,"[""downtown"", ""freight"", ""max_light_rail""]",2025-04-05T07:15:11,5,676,en,
3812,https://cascadetribune.com/climate/2025/04/climate-scientists-revise-the-summer-outlook-after-an-audit-3812,Climate scientists revise the summer outlook after an audit,climate,"[""columbia_river"", ""salmon""]",2025-04-05T17:53:06,16,1371,en,
3813,https://cascadetribune.com/housing/2025/04/joint-office-of-homeless-services-hits-a-contracting-wall-wi-3813,Joint Office of Homeless Services hits a contracting wall with the county,housing,"[""encampments"", ""multnomah_county"", ""tenant_protections""]",2025-04-06T12:04:28,12,718,en,
3814,https://cascadetribune.com/climate/2025/04/atmospheric-river-dumps-1-2-inches-an-hour-at-the-peak-on-po-3814,Atmospheric river dumps 1.2 inches an hour at the peak on Portland metro,climate,"[""gas_phaseout"", ""oregon_climate_action_plan""]",2025-04-06T15:58:04,15,1499,en,
3815,https://cascadetribune.com/housing/2025/04/eviction-filings-climb-in-northeast-portland-as-rising-servi-3815,Eviction filings climb in Northeast Portland as rising service costs,housing,"[""evictions"", ""homelessness"", ""tenant_protections""]",2025-04-06T15:41:34,1,1559,en,
3816,https://cascadetribune.com/city_hall/2025/04/portland-bureau-of-transportation-budget-would-freeze-park-m-3816,Portland Bureau of Transportation budget would freeze park maintenance,city_hall,"[""ethics_commission"", ""ppb_reform"", ""ranked_choice_voting""]",2025-04-06T13:45:29,12,1146,en,
3817,https://cascadetribune.com/business/2025/04/adidas-north-america-cuts-120-jobs-as-growing-council-split-3817,Adidas North America cuts 120 jobs as growing council split,business,"[""homelessness"", ""public_safety""]",2025-04-06T15:27:42,10,806,en,
3818,https://cascadetribune.com/transportation/2025/04/pedestrian-deaths-on-mlk-up-as-a-state-preemption-fight-3818,Pedestrian deaths on MLK up as a state preemption fight,transportation,"[""bike_infrastructure"", ""freight"", ""parking_reform"", ""vision_zero""]",2025-04-07T18:25:33,20,1088,en,
3819,https://cascadetribune.com/culture/2025/04/the-decemberists-returns-to-aladdin-theater-with-a-four-nigh-3819,The Decemberists returns to Aladdin Theater with a four-night residency,culture,"[""k12_arts"", ""lit_scene"", ""museums""]",2025-04-07T11:57:35,6,856,en,
3820,https://cascadetribune.com/culture/2025/04/the-time-based-art-festival-brings-a-rare-karl-blau-set-to-n-3820,The Time-Based Art Festival brings a rare Karl Blau set to Northeast Portland,culture,"[""k12_arts"", ""lit_scene"", ""museums"", ""performing_arts""]",2025-04-07T11:41:56,6,555,en,
3821,https://cascadetribune.com/city_hall/2025/04/portland-s-the-lobbying-disclosure-rule-faces-a-county-stand-3821,Portland's the lobbying disclosure rule faces a county standoff,city_hall,"[""clackamas_county"", ""police_oversight"", ""ranked_choice_voting""]",2025-04-07T17:57:55,7,1508,en,
3822,https://cascadetribune.com/opinion/2025/04/ranked-choice-voting-a-reckoning-3822,Ranked-choice voting: a reckoning,opinion,"[""fentanyl_crisis"", ""ranked_choice_voting"", ""trimet""]",2025-04-07T12:12:03,8,805,en,
3823,https://cascadetribune.com/opinion/2025/04/why-the-camping-ordinance-won-t-fix-what-it-was-built-for-3823,Why the camping ordinance won't fix what it was built for,opinion,"[""police_oversight"", ""public_safety"", ""ranked_choice_voting"", ""rent_stabilization""]",2025-04-07T20:20:15,8,1264,en,
3824,https://cascadetribune.com/transportation/2025/04/pedestrian-deaths-on-powell-boulevard-up-as-growing-council--3824,Pedestrian deaths on Powell Boulevard up as growing council split,transportation,"[""downtown"", ""freight""]",2025-04-07T17:35:28,9,999,en,
